morphism_id,source,relation,target,evidence_tier,source_type,validation_status,citation_status,quantitative_status,pmid_count,pmids,has_context,has_full_text,source_mentioned,target_mentioned,endpoint_context_match,relation_support_heuristic,relation_context_support,quantitative_value_support,risk_flags
,FLT3,associated_with,Lymphoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,BCL2,associated_with,Lymphoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,BCL2,associated_with,Hepatocellular_Carcinoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,BCL2,associated_with,Renal_Cell_Carcinoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,NRAS,associated_with,Lymphoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,NRAS,associated_with,Hepatocellular_Carcinoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,NRAS,associated_with,Renal_Cell_Carcinoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,STAT5A,associated_with,Lymphoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,STAT5A,associated_with,Hepatocellular_Carcinoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,TP53,associated_with,Lymphoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,TP53,associated_with,Hepatocellular_Carcinoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,TP53,associated_with,Renal_Cell_Carcinoma,HYPOTHESIS,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Ovarian_Cancer,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Multiple_Myeloma,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Ewing_Sarcoma,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,RCC,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Li_Fraumeni_Syndrome,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Melanoma,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,AML,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,CLL,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Soft_Tissue_Sarcoma,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Myelofibrosis,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Type2_Diabetes,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,Prostate_Cancer,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,CML,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PI3KCA,associated_with,GIST,HYPOTHESIS,manual_curated_biology,curated_assertion,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,ABCB1,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,35628366,False,False,False,False,False,False,False,none,pmid_without_context
,ABCB1,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,31679234,False,False,False,False,False,False,False,none,pmid_without_context
,AMPK,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,32425881,False,False,False,False,False,False,False,none,pmid_without_context
,AMPK,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39992728,False,False,False,False,False,False,False,none,pmid_without_context
,AMPK,associated_with,Pancreatic_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,38802657,False,False,False,False,False,False,False,none,pmid_without_context
,AMPK,associated_with,Type2_Diabetes,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,37577690,False,False,False,False,False,False,False,none,pmid_without_context
,BCL2,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,35797463,False,False,False,False,False,False,False,none,pmid_without_context
,BRAF,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,40240371,False,False,False,False,False,False,False,none,pmid_without_context
,BRAF,associated_with,HCC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,37537299,False,False,False,False,False,False,False,none,pmid_without_context
,BRCA1,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,7894491,False,False,False,False,False,False,False,none,pmid_without_context
,BRCA1,associated_with,Ovarian_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,7894491,False,False,False,False,False,False,False,none,pmid_without_context
,BRCA2,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,8524414,False,False,False,False,False,False,False,none,pmid_without_context
,BRCA2,associated_with,Ovarian_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,35159349,False,False,False,False,False,False,False,none,pmid_without_context
,BRCA2,associated_with,Pancreatic_Cancer,HYPOTHESIS,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,CD163,associated_with,Ovarian_Cancer,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,CD274,associated_with,NSCLC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39137401,False,False,False,False,False,False,False,none,pmid_without_context
,CD4,associated_with,Melanoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,37001503,False,False,False,False,False,False,False,none,pmid_without_context
,CD68,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,CD68,associated_with,Pancreatic_Cancer,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,CDK4,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,33369721,False,False,False,False,False,False,False,none,pmid_without_context
,CDK6,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,33812473,False,False,False,False,False,False,False,none,pmid_without_context
,CHEK2,associated_with,Li_Fraumeni_Syndrome,HYPOTHESIS,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,CRBN,associated_with,Multiple_Myeloma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,24292625,False,False,False,False,False,False,False,none,pmid_without_context
,CTLA4,associated_with,Melanoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,34509219,False,False,False,False,False,False,False,none,pmid_without_context
,EGFR,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,41237766,False,False,False,False,False,False,False,none,pmid_without_context
,ERBB2,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39059397,False,False,False,False,False,False,False,none,pmid_without_context
,FOXP3,associated_with,Melanoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,33274240,False,False,False,False,False,False,False,none,pmid_without_context
,HDAC1,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36424383,False,False,False,False,False,False,False,none,pmid_without_context
,HDAC1,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,31913353,False,False,False,False,False,False,False,none,pmid_without_context
,HDAC2,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,35681732,False,False,False,False,False,False,False,none,pmid_without_context
,HDAC2,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,38134358,False,False,False,False,False,False,False,none,pmid_without_context
,HIF1A,associated_with,Glioblastoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36351894,False,False,False,False,False,False,False,none,pmid_without_context
,HIF1A,associated_with,Pancreatic_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,37981080,False,False,False,False,False,False,False,none,pmid_without_context
,IL6,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,38902349,False,False,False,False,False,False,False,none,pmid_without_context
,IL6,associated_with,Ovarian_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36591515,False,False,False,False,False,False,False,none,pmid_without_context
,JAK2,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36122068,False,False,False,False,False,False,False,none,pmid_without_context
,KIT,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,34700049,False,False,False,False,False,False,False,none,pmid_without_context
,KIT,associated_with,Soft_Tissue_Sarcoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,30231931,False,False,False,False,False,False,False,none,pmid_without_context
,MDM2,associated_with,Glioblastoma,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,MDM2,associated_with,Li_Fraumeni_Syndrome,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,MET,associated_with,HCC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,28622513,False,False,False,False,False,False,False,none,pmid_without_context
,MET,associated_with,NSCLC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36441095,False,False,False,False,False,False,False,none,pmid_without_context
,MMP2,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,40594223,False,False,False,False,False,False,False,none,pmid_without_context
,MMP2,associated_with,Melanoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,27271600,False,False,False,False,False,False,False,none,pmid_without_context
,MMP9,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,33958794,False,False,False,False,False,False,False,none,pmid_without_context
,MMP9,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39613801,False,False,False,False,False,False,False,none,pmid_without_context
,MTOR,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,38630392,False,False,False,False,False,False,False,none,pmid_without_context
,MTOR,associated_with,RCC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,37541245,False,False,False,False,False,False,False,none,pmid_without_context
,NFKB1,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39940906,False,False,False,False,False,False,False,none,pmid_without_context
,NFKB1,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39861077,False,False,False,False,False,False,False,none,pmid_without_context
,NPL4,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,PDCD1,associated_with,Melanoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,34764492,False,False,False,False,False,False,False,none,pmid_without_context
,PDCD1,associated_with,NSCLC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,34767762,False,False,False,False,False,False,False,none,pmid_without_context
,PDCD1,associated_with,RCC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,37690824,False,False,False,False,False,False,False,none,pmid_without_context
,PDGFRA,associated_with,Glioblastoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,31327527,False,False,False,False,False,False,False,none,pmid_without_context
,PDGFRA,associated_with,Soft_Tissue_Sarcoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36351335,False,False,False,False,False,False,False,none,pmid_without_context
,RAF1,associated_with,RCC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,40557814,False,False,False,False,False,False,False,none,pmid_without_context
,RB1,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,RB1,associated_with,Soft_Tissue_Sarcoma,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
,STAT3,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,35895896,False,False,False,False,False,False,False,none,pmid_without_context
,TGFB1,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39261380,False,False,False,False,False,False,False,none,pmid_without_context
,TGFB1,associated_with,Pancreatic_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,40269162,False,False,False,False,False,False,False,none,pmid_without_context
,TP53,associated_with,Breast_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39393354,False,False,False,False,False,False,False,none,pmid_without_context
,TP53,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36768460,False,False,False,False,False,False,False,none,pmid_without_context
,TP53,associated_with,Ewing_Sarcoma,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,29977059,False,False,False,False,False,False,False,none,pmid_without_context
,TP53,associated_with,NSCLC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,37683526,False,False,False,False,False,False,False,none,pmid_without_context
,TP53,associated_with,Ovarian_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,37856201,False,False,False,False,False,False,False,none,pmid_without_context
,TXNRD1,associated_with,AML,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,40576936,False,False,False,False,False,False,False,none,pmid_without_context
,TXNRD1,associated_with,Ovarian_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,30196236,False,False,False,False,False,False,False,none,pmid_without_context
,VEGFR2,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,15294883,False,False,False,False,False,False,False,none,pmid_without_context
0197e081-a5a9-4197-966b-8d1c62454ed2,ADAMTS13,ADAMTS13_interacts_F8,F8,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
02021eaf-99be-43db-a6a5-6a6f9caa8dd5,NR3C1,NR3C1_to_RCC,RCC,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
033e4aa5-4f0f-47c5-80b5-be627e18fd09,SSTR5,SSTR5_interacts_SSTR2,SSTR2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
03a296fb-6422-42b5-a345-a0785bc3f907,F13A1,F13A1_interacts_VWF,VWF,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
04002f9a-f1a2-484f-af96-996345abcafa,TRPV1,TRPV1_interacts_FAAH,FAAH,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
04812fe6-10bf-4090-99e5-0a331727ace5,REN,REN_interacts_TNF,TNF,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0487ae20-1da0-4e7d-8cfa-068a72aca9dd,P2RY6,P2RY6_interacts_P2RY2,P2RY2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
04994093-5267-4143-ab9e-4e268beddd5b,TNF,TNF_interacts_JAK1,JAK1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
04a7c861-b214-4e05-9ec3-6e593d0d9518,IL17RA,IL17RA_interacts_IL17F,IL17F,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0647ad69-6f56-4eb4-bd76-a6a66b3bd2bf,CRHR1,CRHR1_interacts_GCGR,GCGR,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0691fb6c-0128-4814-b100-38fdd291af70,CHRM1,CHRM1_interacts_CHRM2,CHRM2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
070ae4a0-1a57-4df7-ac93-897f3e129e39,F2,F2_interacts_KLKB1,KLKB1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0715ec54-50a4-4972-8b84-cb8c89685c84,ESR2,ESR2_to_Li_Fraumeni_Syndrome,Li_Fraumeni_Syndrome,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
075fcc8a-13bd-423d-b92d-e3df1a388530,CYP11B1,CYP11B1_to_Glioblastoma,Glioblastoma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0767de67-34ce-43b1-9834-b255d3271129,SLC6A3,SLC6A3_interacts_HTR2A,HTR2A,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
08050992-0379-4f13-b26a-ef09b2834ca4,NR3C2,NR3C2_to_NSCLC,NSCLC,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0851c5c6-4bd5-4de5-8683-5c60814ff238,JAK3,JAK3_interacts_PIK3CD,PIK3CD,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0940b824-1ae9-4484-97da-83b039b2540a,F10,F10_interacts_SERPINC1,SERPINC1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
097394c7-440d-4421-ab84-ee764c0135a1,SRC,SRC_interacts_PTGS2,PTGS2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0a162b29-ba0e-4409-a610-a30493220e50,ACE,ACE_interacts_HMGCR,HMGCR,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0a47bfa0-0caf-4f1d-a788-b31e07c7e364,NR3C2,NR3C2_to_HCC,HCC,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0b6ae517-9f0f-4c44-b5b2-37694a117471,PGR,PGR_interacts_NR3C2,NR3C2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0cac4e1c-c459-48eb-a14c-9c587f9e7e1d,PDE10A,PDE10A_interacts_GUCY2C,GUCY2C,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0d023bce-4392-4212-95cf-317af6d79905,F12,F12_interacts_F13A1,F13A1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0de0c6f8-62f4-4852-a2de-f1af20fdcbd6,CD2,CD2_interacts_CD80,CD80,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0e972edc-88f9-481b-9a89-8119b515f3f0,ACVR2B,ACVR2B_interacts_BMPR1B,BMPR1B,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
0fcb1835-98f7-441e-8a64-03ef63636be5,F12,F12_to_Multiple_Myeloma,Multiple_Myeloma,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1072cd0a-81d5-4d9d-b20b-5f5ff8edcc69,TNF,TNF_interacts_APP,APP,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
113d0271-656e-463b-81ba-d14c8f2b665a,F10,F10_interacts_KLKB1,KLKB1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
11ad6f04-28e8-4ecf-b72c-83d99361c54f,KLKB1,KLKB1_interacts_SERPINC1,SERPINC1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
12173751-23b6-4bd6-a404-66d3cd5c1000,RYR1,RYR1_interacts_RYR3,RYR3,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
12be1872-d974-41fc-a5e3-cad6f6a4a3fa,CD2,CD2_interacts_CD86,CD86,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1343f8ca-db9c-4295-8347-41e31f41e3ba,F11,F11_to_Myelofibrosis,Myelofibrosis,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
14a6b070-b292-4811-b995-098abc3a81e7,RYR1,RYR1_interacts_DMD,DMD,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
15bac117-fbc7-4688-be1b-693936313074,SERPINC1,SERPINC1_interacts_F10,F10,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
15f565c0-280d-40b7-9269-8642b1b52344,ADRB1,ADRB1_interacts_REN,REN,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
161932f9-130b-4a35-8b60-f0a1ed1b0fce,SLC6A3,SLC6A3_to_Pancreatic_Cancer,Pancreatic_Cancer,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
16774f24-e4ab-4b30-8156-935191ddc48b,P2RY2,P2RY2_to_Type2_Diabetes,Type2_Diabetes,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1752a20f-baad-4118-ac3f-2340c8a6c718,DDC,DDC_interacts_SLC18A2,SLC18A2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
18e1f27f-3b0d-48c0-b385-610498fb30fa,F2,F2_interacts_TFPI,TFPI,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
196a00f5-90c8-4a60-ab2e-35abf9a6da49,JAK1,JAK1_to_Myelofibrosis,Myelofibrosis,INFERRED,unknown_or_internal,unclassified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
19c5ceaf-e57b-44c8-912a-fdb71973409b,TNF,TNF_interacts_CD86,CD86,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
19f806d3-ba44-4e1e-ac3d-9a4938d4d379,GLP1R,GLP1R_interacts_DPP4,DPP4,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1ab3bd16-4235-4347-8692-3806fda4d867,KCNK10,KCNK10_interacts_KCNK9,KCNK9,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1c14a073-91ea-45d7-aa5e-0d892e77d12a,LHCGR,LHCGR_interacts_ESR1,ESR1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1ca9d94e-bb22-42af-b5e6-35df37595431,F8,F8_interacts_F2,F2,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
1d147ff1-fa84-4149-b1bf-684f9f6ce568,F8,F8_interacts_SERPINC1,SERPINC1,INFERRED,protein_interaction_database,computational_or_database_inference,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
