morphism_id,source,relation,target,evidence_tier,source_type,validation_status,citation_status,quantitative_status,pmid_count,pmids,has_context,has_full_text,source_mentioned,target_mentioned,endpoint_context_match,relation_support_heuristic,relation_context_support,quantitative_value_support,risk_flags
associated_with:HMGCR->Glioblastoma,HMGCR,associated_with,Glioblastoma,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,26432005,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HMGCR->HCC,HMGCR,associated_with,HCC,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,35256934,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HMGCR->Li_Fraumeni_Syndrome,HMGCR,associated_with,Li_Fraumeni_Syndrome,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HMGCR->NSCLC,HMGCR,associated_with,NSCLC,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,40509568,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HMGCR->Ovarian_Cancer,HMGCR,associated_with,Ovarian_Cancer,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,40234623,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HMGCR->Pancreatic_Cancer,HMGCR,associated_with,Pancreatic_Cancer,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,39565443,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HMGCR->RCC,HMGCR,associated_with,RCC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,33905408,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HMGCR->Type2_Diabetes,HMGCR,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH1->AML,HRH1,associated_with,AML,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH1->Colorectal_Cancer,HRH1,associated_with,Colorectal_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH1->Glioblastoma,HRH1,associated_with,Glioblastoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH1->HCC,HRH1,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH1->Melanoma,HRH1,associated_with,Melanoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH1->Ovarian_Cancer,HRH1,associated_with,Ovarian_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH1->Pancreatic_Cancer,HRH1,associated_with,Pancreatic_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH2->AML,HRH2,associated_with,AML,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HRH2->Colorectal_Cancer,HRH2,associated_with,Colorectal_Cancer,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,36902343,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HRH2->HCC,HRH2,associated_with,HCC,HYPOTHESIS,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,34535664,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HRH2->Pancreatic_Cancer,HRH2,associated_with,Pancreatic_Cancer,SPECULATIVE,literature_citation,citation_unverified,pmid_identifier_only,no_quantitative_value,1,27602165,False,False,False,False,False,False,False,none,pmid_without_context
associated_with:HRH2->RCC,HRH2,associated_with,RCC,HYPOTHESIS,literature_citation,citation_unverified,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1A->Breast_Cancer,HTR1A,associated_with,Breast_Cancer,SPECULATIVE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:HTR1A->Colorectal_Cancer,HTR1A,associated_with,Colorectal_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1A->Glioblastoma,HTR1A,associated_with,Glioblastoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1A->Melanoma,HTR1A,associated_with,Melanoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1A->Prostate_Cancer,HTR1A,associated_with,Prostate_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1A->Type2_Diabetes,HTR1A,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1B->Breast_Cancer,HTR1B,associated_with,Breast_Cancer,SPECULATIVE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:HTR1B->Colorectal_Cancer,HTR1B,associated_with,Colorectal_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1B->HCC,HTR1B,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1B->RCC,HTR1B,associated_with,RCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1B->Type2_Diabetes,HTR1B,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1D->Breast_Cancer,HTR1D,associated_with,Breast_Cancer,SPECULATIVE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:HTR1D->Glioblastoma,HTR1D,associated_with,Glioblastoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1D->Pancreatic_Cancer,HTR1D,associated_with,Pancreatic_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1D->Prostate_Cancer,HTR1D,associated_with,Prostate_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1D->Type2_Diabetes,HTR1D,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR1F->AML,HTR1F,associated_with,AML,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2A->Breast_Cancer,HTR2A,associated_with,Breast_Cancer,SPECULATIVE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:HTR2A->Colorectal_Cancer,HTR2A,associated_with,Colorectal_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2A->Glioblastoma,HTR2A,associated_with,Glioblastoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2A->HCC,HTR2A,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2A->Melanoma,HTR2A,associated_with,Melanoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2A->Prostate_Cancer,HTR2A,associated_with,Prostate_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2A->Type2_Diabetes,HTR2A,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2C->Breast_Cancer,HTR2C,associated_with,Breast_Cancer,SPECULATIVE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:HTR2C->Colorectal_Cancer,HTR2C,associated_with,Colorectal_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2C->HCC,HTR2C,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2C->Melanoma,HTR2C,associated_with,Melanoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2C->NSCLC,HTR2C,associated_with,NSCLC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2C->Ovarian_Cancer,HTR2C,associated_with,Ovarian_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2C->RCC,HTR2C,associated_with,RCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR2C->Type2_Diabetes,HTR2C,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR3A->Breast_Cancer,HTR3A,associated_with,Breast_Cancer,SPECULATIVE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:HTR3A->Colorectal_Cancer,HTR3A,associated_with,Colorectal_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR3A->Glioblastoma,HTR3A,associated_with,Glioblastoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR3A->Melanoma,HTR3A,associated_with,Melanoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR3A->NSCLC,HTR3A,associated_with,NSCLC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR3A->Prostate_Cancer,HTR3A,associated_with,Prostate_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR3A->Type2_Diabetes,HTR3A,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR4->Colorectal_Cancer,HTR4,associated_with,Colorectal_Cancer,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR4->Glioblastoma,HTR4,associated_with,Glioblastoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR4->HCC,HTR4,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR4->Melanoma,HTR4,associated_with,Melanoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:HTR4->NSCLC,HTR4,associated_with,NSCLC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH1->AML,IDH1,associated_with,AML,ESTABLISHED,omics_database,database_record,non_pmid_source,no_quantitative_value,0,,False,False,False,True,False,False,False,none,
associated_with:IDH1->CML,IDH1,associated_with,CML,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH1->Ewing_Sarcoma,IDH1,associated_with,Ewing_Sarcoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH1->GIST,IDH1,associated_with,GIST,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH1->HCC,IDH1,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH1->Li_Fraumeni_Syndrome,IDH1,associated_with,Li_Fraumeni_Syndrome,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH2->AML,IDH2,associated_with,AML,ESTABLISHED,omics_database,database_record,non_pmid_source,no_quantitative_value,0,,False,False,False,True,False,False,False,none,
associated_with:IDH2->CML,IDH2,associated_with,CML,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH2->Ewing_Sarcoma,IDH2,associated_with,Ewing_Sarcoma,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH2->GIST,IDH2,associated_with,GIST,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH2->HCC,IDH2,associated_with,HCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH2->Myelofibrosis,IDH2,associated_with,Myelofibrosis,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH2->RCC,IDH2,associated_with,RCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IDH2->Type2_Diabetes,IDH2,associated_with,Type2_Diabetes,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->AML,IFNAR1,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->Breast_Cancer,IFNAR1,associated_with,Breast_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->CLL,IFNAR1,associated_with,CLL,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->CML,IFNAR1,associated_with,CML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->Colorectal_Cancer,IFNAR1,associated_with,Colorectal_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->Glioblastoma,IFNAR1,associated_with,Glioblastoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->HCC,IFNAR1,associated_with,HCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->NSCLC,IFNAR1,associated_with,NSCLC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->Ovarian_Cancer,IFNAR1,associated_with,Ovarian_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->Pancreatic_Cancer,IFNAR1,associated_with,Pancreatic_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->Prostate_Cancer,IFNAR1,associated_with,Prostate_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->RCC,IFNAR1,associated_with,RCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNAR1->Type2_Diabetes,IFNAR1,associated_with,Type2_Diabetes,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->AML,IFNG,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->Breast_Cancer,IFNG,associated_with,Breast_Cancer,NOISE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:IFNG->CLL,IFNG,associated_with,CLL,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->CML,IFNG,associated_with,CML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->Ewing_Sarcoma,IFNG,associated_with,Ewing_Sarcoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->HCC,IFNG,associated_with,HCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->Multiple_Myeloma,IFNG,associated_with,Multiple_Myeloma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->Myelofibrosis,IFNG,associated_with,Myelofibrosis,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->NSCLC,IFNG,associated_with,NSCLC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->Prostate_Cancer,IFNG,associated_with,Prostate_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->RCC,IFNG,associated_with,RCC,SPECULATIVE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->Soft_Tissue_Sarcoma,IFNG,associated_with,Soft_Tissue_Sarcoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IFNG->Type2_Diabetes,IFNG,associated_with,Type2_Diabetes,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->AML,IL13,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->Breast_Cancer,IL13,associated_with,Breast_Cancer,NOISE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:IL13->CLL,IL13,associated_with,CLL,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->CML,IL13,associated_with,CML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->Colorectal_Cancer,IL13,associated_with,Colorectal_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->Glioblastoma,IL13,associated_with,Glioblastoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->Melanoma,IL13,associated_with,Melanoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->NSCLC,IL13,associated_with,NSCLC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->Ovarian_Cancer,IL13,associated_with,Ovarian_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->Pancreatic_Cancer,IL13,associated_with,Pancreatic_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->RCC,IL13,associated_with,RCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->Soft_Tissue_Sarcoma,IL13,associated_with,Soft_Tissue_Sarcoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL13->Type2_Diabetes,IL13,associated_with,Type2_Diabetes,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->AML,IL17A,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Breast_Cancer,IL17A,associated_with,Breast_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->CLL,IL17A,associated_with,CLL,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Colorectal_Cancer,IL17A,associated_with,Colorectal_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->GIST,IL17A,associated_with,GIST,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Glioblastoma,IL17A,associated_with,Glioblastoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->HCC,IL17A,associated_with,HCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Li_Fraumeni_Syndrome,IL17A,associated_with,Li_Fraumeni_Syndrome,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Melanoma,IL17A,associated_with,Melanoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->NSCLC,IL17A,associated_with,NSCLC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Ovarian_Cancer,IL17A,associated_with,Ovarian_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Pancreatic_Cancer,IL17A,associated_with,Pancreatic_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Prostate_Cancer,IL17A,associated_with,Prostate_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17A->Soft_Tissue_Sarcoma,IL17A,associated_with,Soft_Tissue_Sarcoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->AML,IL17F,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->CLL,IL17F,associated_with,CLL,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->CML,IL17F,associated_with,CML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->Glioblastoma,IL17F,associated_with,Glioblastoma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->HCC,IL17F,associated_with,HCC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->Multiple_Myeloma,IL17F,associated_with,Multiple_Myeloma,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->NSCLC,IL17F,associated_with,NSCLC,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->Ovarian_Cancer,IL17F,associated_with,Ovarian_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->Pancreatic_Cancer,IL17F,associated_with,Pancreatic_Cancer,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17F->Type2_Diabetes,IL17F,associated_with,Type2_Diabetes,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17RA->AML,IL17RA,associated_with,AML,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
associated_with:IL17RA->Breast_Cancer,IL17RA,associated_with,Breast_Cancer,NOISE,omics_database,database_record,non_pmid_source,structured_quantitative_value,0,,False,False,False,False,False,False,False,structured_column,
associated_with:IL17RA->CLL,IL17RA,associated_with,CLL,NOISE,literature_co_mention,unverified_literature,non_pmid_source,no_quantitative_value,0,,False,False,False,False,False,False,False,none,
