source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition
P0DP25	P48995	CALM3	TRPC1	True	False	True	True	False	True
P0DP23	P48995	CALM1	TRPC1	True	False	True	True	False	True
P0DP24	P48995	CALM2	TRPC1	True	False	True	True	False	True
Q03135	P48995	CAV1	TRPC1	True	True	False	True	True	False
P14416	P48995	DRD2	TRPC1	True	True	False	True	True	False
Q99750	P48995	MDFI	TRPC1	True	False	True	True	False	True
Q14571	P48995	ITPR2	TRPC1	True	True	False	True	True	False
P29966	P48995	MARCKS	TRPC1	True	False	True	True	False	True
Q13255	P48995	GRM1	TRPC1	True	True	False	True	True	False
Q13586	P48995	STIM1	TRPC1	True	True	False	True	True	False
P48995	Q13507	TRPC1	TRPC3	True	True	False	True	True	False
Q13507	P48995	TRPC3	TRPC1	True	True	False	True	True	False
P48995	Q9UBN4	TRPC1	TRPC4	True	True	False	True	True	False
Q9UBN4	P48995	TRPC4	TRPC1	True	True	False	True	True	False
P48995	Q9UL62	TRPC1	TRPC5	True	True	False	True	True	False
Q9UL62	P48995	TRPC5	TRPC1	True	True	False	True	True	False
P48995	Q9Y210	TRPC1	TRPC6	True	False	True	True	False	True
Q9NZU7	Q9UL62	CABP1	TRPC5	True	False	True	True	False	True
P48995	Q13563	TRPC1	PKD2	True	True	False	True	True	False
Q13563	P48995	PKD2	TRPC1	True	True	False	True	True	False
P48995	Q9HBA0	TRPC1	TRPV4	True	True	False	True	True	False
Q9HBA0	P48995	TRPV4	TRPC1	True	True	False	True	True	False
P48995	Q9H1D0	TRPC1	TRPV6	True	False	True	True	False	True
P0DP25	Q13507	CALM3	TRPC3	True	False	True	True	False	True
Q96H20	Q9Y210	SNF8	TRPC6	True	True	False	True	True	False
P0DP23	Q13507	CALM1	TRPC3	True	False	True	True	False	True
P0DP24	Q13507	CALM2	TRPC3	True	False	True	True	False	True
P41180	Q13507	CASR	TRPC3	True	True	False	True	True	False
P19235	Q13507	EPOR	TRPC3	True	True	False	True	True	False
Q86YM7	Q13507	HOMER1	TRPC3	True	True	False	True	True	False
Q14643	Q13507	ITPR1	TRPC3	True	True	False	True	True	False
Q14573	Q13507	ITPR3	TRPC3	True	True	False	True	True	False
Q12797	Q13507	ASPH	TRPC3	True	True	False	True	True	False
Q96D31	Q13507	ORAI1	TRPC3	True	True	False	True	True	False
Q13976	Q13507	PRKG1	TRPC3	True	False	True	True	False	True
Q9Y225	Q13507	RNF24	TRPC3	True	False	True	True	False	True
P12931	Q13507	SRC	TRPC3	True	True	False	True	True	False
Q8TD43	Q13507	TRPM4	TRPC3	True	False	True	True	False	True
Q13563	Q13507	PKD2	TRPC3	True	True	False	True	True	False
Q96J92	Q13507	WNK4	TRPC3	True	False	True	True	False	True
P06241	Q9UBN4	FYN	TRPC4	True	False	False	False	False	False
O14745	Q9UBN4	NHERF1	TRPC4	True	True	False	True	True	False
Q9Y225	Q9UBN4	RNF24	TRPC4	True	False	True	True	False	True
P62166	Q9UL62	NCS1	TRPC5	True	True	False	True	True	False
Q86VW0	Q9UL62	SESTD1	TRPC5	True	True	False	True	True	False
Q9UL62	Q9Y210	TRPC5	TRPC6	True	False	True	True	False	True
P0DP25	Q9Y210	CALM3	TRPC6	True	True	False	True	True	False
P0DP23	Q9Y210	CALM1	TRPC6	True	True	False	True	True	False
P0DP24	Q9Y210	CALM2	TRPC6	True	True	False	True	True	False
P08631	Q9HBA0	HCK	TRPV4	True	True	False	True	True	False
P06241	Q9Y210	FYN	TRPC6	True	True	False	True	True	False
P20591	Q9Y210	MX1	TRPC6	True	True	False	True	True	False
P17612	Q9Y210	PRKACA	TRPC6	True	False	False	False	False	False
Q13976	Q9Y210	PRKG1	TRPC6	True	False	True	True	False	True
Q9Y225	Q9Y210	RNF24	TRPC6	True	False	True	True	False	True
P12931	Q9Y210	SRC	TRPC6	True	True	False	True	True	False
Q13976	Q9HCX4	PRKG1	TRPC7	True	True	False	True	True	False
Q13563	Q9HCX4	PKD2	TRPC7	True	True	False	True	True	False
P0DP25	Q8NER1	CALM3	TRPV1	True	True	False	True	True	False
P0DP23	Q8NER1	CALM1	TRPV1	True	True	False	True	True	False
P0DP24	Q8NER1	CALM2	TRPV1	True	True	False	True	True	False
P21554	Q8NER1	CNR1	TRPV1	True	False	True	True	False	True
Q14573	Q9HBA0	ITPR3	TRPV4	True	True	False	True	True	False
P21980	Q9NQA5	TGM2	TRPV5	True	False	True	True	False	True
Q00535	Q8NER1	CDK5	TRPV1	True	True	False	True	True	False
Q9UNN5	Q8NER1	FAF1	TRPV1	True	False	True	True	False	True
O95166	Q8NER1	GABARAP	TRPV1	True	True	False	True	True	False
Q9NQT8	Q8NER1	KIF13B	TRPV1	True	True	False	True	True	False
P0C851	Q8NER1	PIRT	TRPV1	True	True	False	True	True	False
P17612	Q8NER1	PRKACA	TRPV1	True	True	False	True	True	False
Q13563	Q9HBA0	PKD2	TRPV4	True	True	False	True	True	False
P12931	Q8NER1	SRC	TRPV1	True	True	False	True	True	False
P04629	Q8NER1	NTRK1	TRPV1	True	True	False	True	True	False
P00533	Q8NET8	EGFR	TRPV3	True	True	False	True	True	False
P0DP25	Q9HBA0	CALM3	TRPV4	True	True	False	True	True	False
P0DP23	Q9HBA0	CALM1	TRPV4	True	True	False	True	True	False
P0DP24	Q9HBA0	CALM2	TRPV4	True	True	False	True	True	False
P06241	Q9HBA0	FYN	TRPV4	True	True	False	True	True	False
Q9HBA0	Q13563	TRPV4	PKD2	True	True	False	False	False	False
P06239	Q9HBA0	LCK	TRPV4	True	True	False	True	True	False
P07948	Q9HBA0	LYN	TRPV4	True	True	False	True	True	False
Q14244	Q9HBA0	MAP7	TRPV4	True	True	False	True	True	False
Q13438	Q9HBA0	OS9	TRPV4	True	True	True	True	True	True
Q9UKS6	Q9HBA0	PACSIN3	TRPV4	True	True	False	True	True	False
P12931	Q9HBA0	SRC	TRPV4	True	True	False	True	True	False
P60903	Q9NQA5	S100A10	TRPV5	True	True	False	True	True	False
P07947	Q9HBA0	YES1	TRPV4	True	True	False	True	True	False
Q5W0U4	Q9NQA5	BSPRY	TRPV5	True	False	True	True	False	True
P05937	Q9NQA5	CALB1	TRPV5	True	True	False	True	True	False
P0DP25	Q9NQA5	CALM3	TRPV5	True	False	True	True	False	True
P0DP23	Q9NQA5	CALM1	TRPV5	True	False	True	True	False	True
P0DP24	Q9NQA5	CALM2	TRPV5	True	False	True	True	False	True
Q9UEF7	Q9NQA5	KL	TRPV5	True	True	False	True	True	False
P62491	Q9NQA5	RAB11A	TRPV5	True	True	False	True	True	False
Q8TDD5	Q9NQA5	MCOLN3	TRPV5	True	True	False	True	True	False
Q9NQA5	Q8TDD5	TRPV5	MCOLN3	True	True	False	True	True	False
Q9H1D0	Q9NQA5	TRPV6	TRPV5	True	True	False	True	True	False
Q9NQA5	Q9H1D0	TRPV5	TRPV6	True	True	False	True	True	False
P0DP25	Q9H1D0	CALM3	TRPV6	True	False	True	True	False	True
P0DP23	Q9H1D0	CALM1	TRPV6	True	False	True	True	False	True
P0DP24	Q9H1D0	CALM2	TRPV6	True	False	True	True	False	True
Q9UEF7	Q9H1D0	KL	TRPV6	True	True	False	True	True	False
Q86UT5	Q9H1D0	NHERF4	TRPV6	True	True	False	True	True	False
Q9BPW8	Q9H1D0	NIPSNAP1	TRPV6	True	False	True	True	False	True
P49757	Q9H1D0	NUMB	TRPV6	True	False	True	True	False	True
P18031	Q9H1D0	PTPN1	TRPV6	True	False	True	True	False	True
P62491	Q9H1D0	RAB11A	TRPV6	True	True	False	True	True	False
P41220	Q9H1D0	RGS2	TRPV6	True	False	True	True	False	True
P60903	Q9H1D0	S100A10	TRPV6	True	True	False	True	True	False
Q9GZU5	Q7Z4N2	NYX	TRPM1	True	True	False	True	True	False
P0DP25	O94759	CALM3	TRPM2	True	True	False	True	True	False
P0DP23	O94759	CALM1	TRPM2	True	True	False	True	True	False
P0DP24	O94759	CALM2	TRPM2	True	True	False	True	True	False
Q5JVL4	O94759	EFHC1	TRPM2	True	True	False	True	True	False
Q12923	O94759	PTPN13	TRPM2	True	False	True	True	False	True
P0DP25	Q8TD43	CALM3	TRPM4	True	True	False	True	True	False
P0DP23	Q8TD43	CALM1	TRPM4	True	True	False	True	True	False
P0DP24	Q8TD43	CALM2	TRPM4	True	True	False	True	True	False
P63244	Q9BX84	RACK1	TRPM6	True	False	True	True	False	True
Q99623	Q9BX84	PHB2	TRPM6	True	False	True	True	False	True
Q96QT4	Q9BX84	TRPM7	TRPM6	True	True	False	False	False	False
Q9BX84	Q96QT4	TRPM6	TRPM7	True	True	True	True	True	False
Q96QT4	P35579	TRPM7	MYH9	True	False	False	False	False	False
P63244	Q96QT4	RACK1	TRPM7	True	False	True	True	False	True
P28222	Q7Z2W7	HTR1B	TRPM8	True	True	False	True	True	False
P35372	Q7Z2W7	OPRM1	TRPM8	True	False	True	True	False	True
P17612	Q9GZU1	PRKACA	MCOLN1	True	False	True	True	False	True
Q8IZK6	Q9GZU1	MCOLN2	MCOLN1	True	True	False	True	True	False
Q9GZU1	Q8IZK6	MCOLN1	MCOLN2	True	True	False	True	True	False
Q8TDD5	Q9GZU1	MCOLN3	MCOLN1	True	True	False	False	False	False
Q9GZU1	Q8TDD5	MCOLN1	MCOLN3	True	True	False	True	True	False
Q8IZK6	Q8TDD5	MCOLN2	MCOLN3	True	True	False	True	True	False
P14314	Q13563	PRKCSH	PKD2	True	False	True	True	False	True
Q9Y496	Q13563	KIF3A	PKD2	True	True	False	True	True	False
Q13190	Q13563	STX5	PKD2	True	False	True	True	False	True
P63244	Q9NZM6	RACK1	PKD2L2	True	False	True	True	False	True
P42574	O75822	CASP3	EIF3J	True	False	True	True	False	True
P42574	P16144	CASP3	ITGB4	True	True	True	True	False	True
O76064	P19793	RNF8	RXRA	True	True	False	True	True	False
COMPLEX:P67775_Q15172_Q15257	P28749	PPP2CA_PPP2R5A_PTPA	RBL1	True	False	True	True	False	True
P49137	Q16539	MAPKAPK2	MAPK14	True	True	False	False	False	False
Q16539	P49137	MAPK14	MAPKAPK2	True	True	False	True	True	False
P49137	Q13151	MAPKAPK2	HNRNPA0	True	True	False	True	True	False
P31483	P24522	TIA1	GADD45A	True	False	True	True	False	True
Q14103	P24522	HNRNPD	GADD45A	True	False	True	True	False	True
P49137	O95453	MAPKAPK2	PARN	True	False	True	True	False	True
Q13151	P24522	HNRNPA0	GADD45A	True	True	False	True	True	False
P16220	P60568	CREB1	IL2	True	True	False	True	True	False
O60674	P19235	JAK2	EPOR	True	True	False	True	True	False
P19235	O60674	EPOR	JAK2	True	True	False	False	False	False
B1AK53	Q9UKN7	ESPN	MYO15A	True	True	False	True	True	False
O95452	P29033	GJB6	GJB2	True	True	False	True	True	False
P29033	O95452	GJB2	GJB6	True	True	False	True	True	False
Q16539	Q01085	MAPK14	TIAL1	True	False	True	True	False	True
O95453	P24522	PARN	GADD45A	True	True	False	True	True	False
P26651	P01375	ZFP36	TNF	True	False	True	True	False	True
P49757	P46531	NUMB	NOTCH1	True	True	True	True	False	True
Q01085	P24522	TIAL1	GADD45A	True	False	True	True	False	True
Q15915	Q92858	ZIC1	ATOH1	True	False	True	True	False	True
Q16539	P26651	MAPK14	ZFP36	True	True	True	True	True	False
Q5TA89	Q92858	HES5	ATOH1	True	False	True	True	False	True
Q92858	Q5TA89	ATOH1	HES5	True	True	False	True	True	False
P49137	P26651	MAPKAPK2	ZFP36	True	True	True	True	False	True
P46531	Q9Y219	NOTCH1	JAG2	True	False	True	False	False	False
Q9Y219	P46531	JAG2	NOTCH1	True	True	True	True	True	False
O00548	P46531	DLL1	NOTCH1	True	True	False	True	True	False
P46531	O00548	NOTCH1	DLL1	True	True	True	False	False	False
Q15475	Q8NES3	SIX1	LFNG	True	True	False	True	True	False
P16220	P22301	CREB1	IL10	True	True	False	True	True	False
P16220	P05231	CREB1	IL6	True	True	False	True	True	False
P23458	COMPLEX:P15260_P38484	JAK1	IFNGR1_IFNGR2	True	True	False	False	False	False
Q15475	P32243	SIX1	OTX2	True	True	False	True	True	False
Q15475	A6NHT5	SIX1	HMX3	True	True	True	True	True	True
Q15475	P56178	SIX1	DLX5	True	False	True	True	False	True
Q15475	P32242	SIX1	OTX1	True	True	False	True	True	False
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478	Q53ET0	PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	CRTC2	True	False	True	True	False	True
P16220	P14174	CREB1	MIF	True	True	False	True	True	False
Q15475	Q9UI36	SIX1	DACH1	True	True	True	True	True	True
Q15475	Q96NX9	SIX1	DACH2	True	False	True	True	False	True
P16220	P01375	CREB1	TNF	True	True	False	True	True	False
Q13402	Q96QU1	MYO7A	PCDH15	True	True	False	True	True	False
Q96QU1	Q13402	PCDH15	MYO7A	True	True	False	True	True	False
P16220	P35354	CREB1	PTGS2	True	True	False	True	True	False
Q06546	Q16881	GABPA	TXNRD1	True	True	False	True	True	False
Q06546	P10599	GABPA	TXN	True	True	False	True	True	False
P16220	Q9GZX7	CREB1	AICDA	True	True	False	True	True	False
P27361	Q06546	MAPK3	GABPA	True	True	False	True	True	False
P28482	Q06546	MAPK1	GABPA	True	True	False	True	True	False
P50607	P28482	TUB	MAPK1	True	True	False	True	True	False
P50607	P27361	TUB	MAPK3	True	True	False	True	True	False
Q75NE6	O43521	MIR17HG	BCL2L11	True	False	True	True	False	True
Q92786	Q99684	PROX1	GFI1	True	False	True	True	False	True
Q99684	P49918	GFI1	CDKN1C	True	True	False	True	True	False
Q14145	Q06546	KEAP1	GABPA	True	False	True	True	False	True
Q92786	Q92858	PROX1	ATOH1	True	False	True	True	False	True
P23771	O15520	GATA3	FGF10	True	True	False	True	True	False
Q9NZI8	Q9Y297	IGF2BP1	BTRC	True	True	False	True	True	False
P23760	Q96NX9	PAX3	DACH2	True	True	False	True	True	False
Q96NX9	P23760	DACH2	PAX3	True	True	False	True	True	False
O94916	P15121	NFAT5	AKR1B1	True	True	False	True	True	False
Q12951	Q06710	FOXI1	PAX8	True	True	False	True	True	False
P11487	Q12951	FGF3	FOXI1	True	True	False	True	True	False
P16220	Q9BYV9	CREB1	BACH2	True	True	False	True	True	False
O94916	P48065	NFAT5	SLC6A12	True	True	False	True	True	False
Q06413	P05412	MEF2C	JUN	True	True	False	True	True	False
P31749	O15111	AKT1	CHUK	True	True	False	True	True	False
O94916	P53794	NFAT5	SLC5A3	True	True	False	True	True	False
O15111	P19838	CHUK	NFKB1	True	True	True	True	False	True
P27986	P31749	PIK3R1	AKT1	True	True	False	True	True	False
Q6P1J9	Q9UKF6	CDC73	CPSF3	True	True	False	True	True	False
P16220	Q00534	CREB1	CDK6	True	True	False	True	True	False
Q92797	Q05048	SYMPK	CSTF1	True	True	False	True	True	False
P06493	P31350	CDK1	RRM2	True	True	True	True	True	False
Q13315	P33992	ATM	MCM5	True	False	False	False	False	False
Q13315	Q14566	ATM	MCM6	True	False	False	False	False	False
P42574	Q9UKV3	CASP3	ACIN1	True	True	False	True	True	False
P04198	P49736	MYCN	MCM2	True	True	False	True	True	False
P38936	P06493	CDKN1A	CDK1	True	False	True	True	False	True
P04637	O43663	TP53	PRC1	True	False	True	True	False	True
P04637	P18847	TP53	ATF3	True	True	False	True	True	False
P18847	P04637	ATF3	TP53	True	False	True	False	False	False
Q13315	Q15554	ATM	TERF2	True	True	False	True	True	False
Q15554	Q13315	TERF2	ATM	True	False	True	False	False	False
P04198	Q14566	MYCN	MCM6	True	True	False	True	True	False
Q00987	Q7LG56	MDM2	RRM2B	True	False	True	True	False	True
Q13535	P23025	ATR	XPA	True	True	False	True	True	False
COMPLEX:P67870_P68400	P62805	CSNK2A1_CSNK2B	H4C6	True	False	True	True	False	True
P04198	P33991	MYCN	MCM4	True	True	False	True	True	False
P04198	P33992	MYCN	MCM5	True	True	False	True	True	False
P04198	P25205	MYCN	MCM3	True	True	False	True	True	False
Q01094	Q9BXL8	E2F1	CDCA4	True	True	False	True	True	False
Q9BXL8	Q01094	CDCA4	E2F1	True	False	True	False	False	False
Q9Y5W3	P61073	KLF2	CXCR4	True	False	True	True	False	True
P05019	P08069	IGF1	IGF1R	True	True	False	True	True	False
P13500	P50281	CCL2	MMP14	True	True	False	True	True	False
Q6PL18	P01106	ATAD2	MYC	True	True	False	True	True	False
P50281	P08253	MMP14	MMP2	True	True	False	True	True	False
COMPLEX:P05412_P15336	P16581	ATF2_JUN	SELE	True	True	False	True	True	False
P00519	O15350	ABL1	TP73	True	True	False	True	True	False
P00519	P78527	ABL1	PRKDC	True	False	True	False	False	False
P78527	P00519	PRKDC	ABL1	True	True	False	True	True	False
P04198	P33993	MYCN	MCM7	True	True	False	True	True	False
P48357	P23458	LEPR	JAK1	True	True	False	True	True	False
COMPLEX:P63208_Q13616_Q9Y297	O15055	BTRC_CUL1_SKP1	PER2	True	False	True	True	False	True
P04198	Q9UJA3	MYCN	MCM8	True	True	False	True	True	False
COMPLEX:P63208_Q13616_Q9Y297	O15534	BTRC_CUL1_SKP1	PER1	True	False	True	True	False	True
O00327	Q49AN0	BMAL1	CRY2	True	True	False	True	True	False
Q49AN0	O00327	CRY2	BMAL1	True	False	True	True	False	True
O00327	Q16526	BMAL1	CRY1	True	True	False	True	True	False
Q6PL18	P10275	ATAD2	AR	True	True	False	True	True	False
P27539	P61160	GDF1	ACTR2	True	True	False	True	True	False
Q16526	O00327	CRY1	BMAL1	True	False	True	True	False	True
Q99743	O15055	NPAS2	PER2	True	True	False	True	True	False
Q99743	O15534	NPAS2	PER1	True	True	False	True	True	False
Q6PL18	P03372	ATAD2	ESR1	True	True	False	True	True	False
Q6PL18	Q01094	ATAD2	E2F1	True	True	False	True	True	False
Q96RU2	Q9HAW4	USP28	CLSPN	True	True	True	True	True	True
O60260	P24864	PRKN	CCNE1	True	True	True	True	False	True
P12004	Q9UNA4	PCNA	POLI	True	True	False	True	True	False
O60260	Q99719	PRKN	SEPTIN5	True	True	True	True	False	True
P12004	Q9Y253	PCNA	POLH	True	True	False	True	True	False
P04198	P04637	MYCN	TP53	True	True	False	True	True	False
C0HMA1	P61586	MIR155HG	RHOA	True	False	True	True	False	True
Q93009	Q00987	USP7	MDM2	True	True	False	True	True	False
Q93009	O15151	USP7	MDM4	True	True	False	True	True	False
Q04206	P60484	RELA	PTEN	True	False	True	True	False	True
P28749	Q16254	RBL1	E2F4	True	True	False	False	False	False
Q96SD1	Q13426	DCLRE1C	XRCC4	True	True	False	True	True	False
Q08999	Q15329	RBL2	E2F5	True	True	False	True	True	False
Q08999	Q16254	RBL2	E2F4	True	True	False	True	True	False
Q14676	Q12888	MDC1	TP53BP1	True	True	True	True	True	False
O76064	Q16777	RNF8	H2AC20	True	True	False	True	True	False
COMPLEX:P16104_Q14676	O76064	H2AX_MDC1	RNF8	True	True	False	True	True	False
O60260	P35222	PRKN	CTNNB1	True	True	False	True	True	False
Q14676	O76064	MDC1	RNF8	True	True	False	True	True	False
O60260	P49792	PRKN	RANBP2	True	False	True	True	False	True
COMPLEX:P16104_Q14676	O60934	H2AX_MDC1	NBN	True	True	False	True	True	False
O60260	Q9UHX1	PRKN	PUF60	True	False	True	True	False	True
COMPLEX:P12956_P78527	Q13426	PRKDC_XRCC6	XRCC4	True	True	False	True	True	False
O60260	Q9Y6H5	PRKN	SNCAIP	True	True	True	True	False	True
O60260	P05412	PRKN	JUN	True	False	True	True	False	True
O60260	P0DMV9	PRKN	HSPA1B	True	False	True	True	False	True
O60260	Q99700	PRKN	ATXN2	True	False	True	True	False	True
Q9Y5Z0	P05067	BACE2	APP	True	True	False	True	True	False
O60260	P37840	PRKN	SNCA	True	True	True	True	False	True
O14672	P05067	ADAM10	APP	True	True	False	True	True	False
P56817	P05067	BACE1	APP	True	True	False	True	True	False
Q13426	Q96T60	XRCC4	PNKP	True	True	False	True	True	False
Q12888	P56524	TP53BP1	HDAC4	True	True	False	True	True	False
P78536	P05067	ADAM17	APP	True	True	False	True	True	False
Q13443	P05067	ADAM9	APP	True	True	False	True	True	False
P60484	Q70Z35	PTEN	PREX2	True	False	True	False	False	False
Q70Z35	P60484	PREX2	PTEN	True	False	True	True	False	True
Q9BXM7	Q12931	PINK1	TRAP1	True	True	False	True	True	False
Q99497	O43464	PARK7	HTRA2	True	True	False	True	True	False
P23468	P40763	PTPRD	STAT3	True	False	True	True	False	True
Q96RU2	Q969H0	USP28	FBXW7	True	False	True	True	False	True
O60260	Q9BXM7	PRKN	PINK1	True	True	False	False	False	False
Q9BXM7	O60260	PINK1	PRKN	True	True	False	True	True	False
COMPLEX:P67870_P68400	P01106	CSNK2A1_CSNK2B	MYC	True	True	False	True	True	False
COMPLEX:P01106_P61244_Q9ULJ6	P38936	MAX_MYC_ZMIZ1	CDKN1A	True	False	True	True	False	True
P18887	Q96T60	XRCC1	PNKP	True	True	False	True	True	False
Q05209	Q13526	PTPN12	PIN1	True	True	False	True	True	False
P17252	P18206	PRKCA	VCL	True	True	False	True	True	False
P18206	P17252	VCL	PRKCA	True	True	False	False	False	False
P30086	P04049	PEBP1	RAF1	True	True	True	True	False	True
Q13526	P15056	PIN1	BRAF	True	True	False	True	True	False
P24941	P01106	CDK2	MYC	True	True	False	True	True	False
O60381	P01106	HBP1	MYC	True	False	True	True	False	True
P62913	Q9Y4A5	RPL11	TRRAP	True	False	True	True	False	True
Q9Y4A5	P01106	TRRAP	MYC	True	True	False	True	True	False
P01106	Q9Y219	MYC	JAG2	True	True	False	True	True	False
Q969H0	P01106	FBXW7	MYC	True	True	True	True	False	True
Q13526	Q05209	PIN1	PTPN12	True	True	False	True	True	False
O15530	Q13153	PDPK1	PAK1	True	True	False	True	True	False
Q13153	O15530	PAK1	PDPK1	True	True	False	False	False	False
Q13153	P49023	PAK1	PXN	True	True	False	True	True	False
P42574	P78527	CASP3	PRKDC	True	True	True	True	True	False
Q13153	P21333	PAK1	FLNA	True	True	False	True	True	False
P42574	Q13177	CASP3	PAK2	True	True	False	True	True	False
P42574	P06396	CASP3	GSN	True	True	True	True	False	True
Q05209	Q05397	PTPN12	PTK2	True	False	True	True	False	True
COMPLEX:P12956_P13010	P78527	XRCC5_XRCC6	PRKDC	True	True	False	True	True	False
P21333	Q9NYA1	FLNA	SPHK1	True	True	False	True	True	False
Q96Q15	Q92900	SMG1	UPF1	True	True	False	True	True	False
COMPLEX:P12956_P13010	Q9H9Q4	XRCC5_XRCC6	NHEJ1	True	True	False	True	True	False
COMPLEX:Q07889_Q12929_Q8IZP0	P63000	ABI1_EPS8_SOS1	RAC1	True	True	False	True	True	False
Q13315	Q96RU2	ATM	USP28	True	True	True	True	True	False
P45985	P45983	MAP2K4	MAPK8	True	True	False	True	True	False
O43318	P45985	MAP3K7	MAP2K4	True	True	False	True	True	False
P08476	P61160	INHBA	ACTR2	True	True	False	True	True	False
P27986	P63000	PIK3R1	RAC1	True	True	False	True	True	False
O00459	P63000	PIK3R2	RAC1	True	True	False	True	True	False
O75143	O75385	ATG13	ULK1	True	True	False	False	False	False
O75385	O75143	ULK1	ATG13	True	True	False	True	True	False
Q9P2Y5	Q14457	UVRAG	BECN1	True	True	True	True	True	False
O75385	Q8TDY2	ULK1	RB1CC1	True	True	False	True	True	False
Q8TDY2	O75385	RB1CC1	ULK1	True	True	False	False	False	False
P42345	O75143	MTOR	ATG13	True	False	True	True	False	True
Q9P2Y5	Q9Y371	UVRAG	SH3GLB1	True	True	False	False	False	False
Q9H2V7	Q07817	SPNS1	BCL2L1	True	False	True	True	False	True
Q9Y371	Q9P2Y5	SH3GLB1	UVRAG	True	True	False	True	True	False
O75143	Q8TDY2	ATG13	RB1CC1	True	True	False	True	True	False
P42345	Q8IYT8	MTOR	ULK2	True	False	True	True	False	True
Q14457	Q99570	BECN1	PIK3R4	True	True	False	True	True	False
P63000	Q13009	RAC1	TIAM1	True	True	False	False	False	False
Q13009	P63000	TIAM1	RAC1	True	True	False	True	True	False
P01112	Q13009	HRAS	TIAM1	True	True	False	True	True	False
Q13009	P01112	TIAM1	HRAS	True	True	False	False	False	False
Q9H0Y0	O94817	ATG10	ATG12	True	True	False	True	True	False
P42345	Q8N122	MTOR	RPTOR	True	True	False	False	False	False
Q8N122	P42345	RPTOR	MTOR	True	True	True	True	False	True
P31749	Q96B36	AKT1	AKT1S1	True	False	True	True	False	True
P53355	Q96RR4	DAPK1	CAMKK2	True	False	True	True	False	True
P42345	Q9BVC4	MTOR	MLST8	True	False	False	False	False	False
Q07820	Q92934	MCL1	BAD	True	True	True	True	True	True
Q9BVC4	P42345	MLST8	MTOR	True	True	False	False	False	False
P53355	Q16659	DAPK1	MAPK6	True	False	True	True	False	True
Q9P2Y5	Q99570	UVRAG	PIK3R4	True	True	False	True	True	False
O75143	Q8IYT8	ATG13	ULK2	True	True	False	False	False	False
Q8IYT8	O75143	ULK2	ATG13	True	True	False	True	True	False
P17655	P10415	CAPN2	BCL2	True	False	True	True	False	True
Q07817	Q14457	BCL2L1	BECN1	True	True	True	True	False	True
Q14457	Q07817	BECN1	BCL2L1	True	False	False	False	False	False
Q96B36	Q8N122	AKT1S1	RPTOR	True	False	True	True	False	True
P42575	P99999	CASP2	CYCS	True	True	False	True	True	False
P42345	Q96B36	MTOR	AKT1S1	True	False	True	True	False	True
Q96B36	P42345	AKT1S1	MTOR	True	False	True	False	False	False
Q8IYT8	Q8TDY2	ULK2	RB1CC1	True	True	False	False	False	False
Q8TDY2	Q8IYT8	RB1CC1	ULK2	True	True	False	True	True	False
P31749	P21453	AKT1	S1PR1	True	True	False	True	True	False
Q75NE6	Q13873	MIR17HG	BMPR2	True	False	True	True	False	True
Q9H0Y0	Q9H1Y0	ATG10	ATG5	True	True	False	True	True	False
COMPLEX:O94817_Q9H1Y0	Q9NT62	ATG12_ATG5	ATG3	True	True	False	True	True	False
O95352	Q9NT62	ATG7	ATG3	True	True	False	True	True	False
P01112	Q9P212	HRAS	PLCE1	True	True	False	True	True	False
Q9P212	P01112	PLCE1	HRAS	True	True	True	False	False	False
P60510	O43524	PPP4C	FOXO3	True	True	False	True	True	False
Q16539	Q8IW41	MAPK14	MAPKAPK5	True	True	False	True	True	False
Q8IW41	P04637	MAPKAPK5	TP53	True	True	False	True	True	False
Q9H1Y0	Q676U5	ATG5	ATG16L1	True	True	False	True	True	False
P42575	Q9NR28	CASP2	DIABLO	True	True	False	True	True	False
P04637	Q07820	TP53	MCL1	True	True	True	True	True	True
Q75NE6	Q12852	MIR17HG	MAP3K12	True	False	True	True	False	True
Q12983	P10415	BNIP3	BCL2	True	False	True	True	False	True
Q12983	Q07817	BNIP3	BCL2L1	True	False	True	True	False	True
Q9H2V7	P10415	SPNS1	BCL2	True	False	True	True	False	True
P07384	Q07817	CAPN1	BCL2L1	True	False	True	True	False	True
Q9Y4P1	Q9GZQ8	ATG4B	MAP1LC3B	True	True	True	True	True	False
P0DP23	P53355	CALM1	DAPK1	True	True	True	True	True	False
P53355	P25205	DAPK1	MCM3	True	True	False	True	True	False
Q9Y371	Q8NEB9	SH3GLB1	PIK3C3	True	True	False	True	True	False
Q13315	P27707	ATM	DCK	True	True	False	True	True	False
P07384	P10415	CAPN1	BCL2	True	False	True	True	False	True
P17655	P55957	CAPN2	BID	True	True	False	True	True	False
P07384	P55957	CAPN1	BID	True	True	False	True	True	False
Q13315	Q14839	ATM	CHD4	True	False	False	False	False	False
P42574	Q13541	CASP3	EIF4EBP1	True	False	True	True	False	True
P42574	Q13813	CASP3	SPTAN1	True	True	True	True	False	True
Q0VDD5	P18075	MIR22HG	BMP7	True	False	True	True	False	True
P42574	Q04637	CASP3	EIF4G1	True	True	True	True	False	True
